id	text	HS	TR	AG
3309	@CB618444 @SiddonsDan @POTUS @ICEgov @CoryBooker @KamalaHarris @NancyPelosi @RepMaxineWaters @NYGovCuomo @BarackObama ILLEGALS BUILDTHATWALL	1	0	0
3312	@FareedZakaria @NRO @NickKristof Please discuss who will pay for all the services immigrants receive. 10K or more per child per year, education alone. Who will pay this and everything else??	1	0	0
3313	No, bi*ch. You killed him by coming here illegally! You both made the choice. Get the hell out of our country! #DeportThemAll #DeportImmediately #buildthatwall #GetOut Wife of undocumented Mexican dad blames Trump for his suicide @MailOnline	1	0	0
3316	Send  message to the German Embassy loud and strong resign give ordinary Germans the right to say no to Immigration now not next  Year	1	0	0
3318	Radical Muslims are granted extra rights. #RadicalIslam #Nosharia #NoMuslimIdeology #BuildThatWall #Trump2020 #MAGA #POTUS45 #Christianity #JesusChrist #2AShallNotBeInfringed	1	0	0
3326	We are above the law - migrants throw garbage at Rome's ancient sites - Free Speech Time - https://t.co/rP8ARFjmV0 @ISupport_Israel	1	0	0
3337	@jordanbpeterson There's an agenda Jprdan:  White genocide is a crime.'EU funded report tells journalists not to write negative articles on migrant crisis'  "It even urges them to report colleagues to the authorities for 'hate speech crimes'."https://t.	1	0	0
3338	@realDonaldTrump Anti American Illegal immigrant uprising in California gets exceedingly worse for American citizens who are now in grave danger. They are in a state of emergency. https://t.co/vhh7JSTfhf	1	0	0
3347	Democrats need to change that Hispanic split: 59 % of Hispanics surveyed here think most immigrants are in the United States illegally. That is likely a contributor to Dems not being able to win Hispanic votes by a bigger margin:https://t.co/95FlssX4hi	1	0	0
3356	@TheEconomist Beware USA + Europe from illigal immigration !	1	0	0
3357	@PattyHarbison @jankybrain The idea is to bring in the "dreamers" so that they vote for Democrats because Dems know they have to import their voters. That is literally the only reason the Democrats care about this issue. In the meantime, YES THEIR PARENTS	1	0	0
3359	After Libs Help Them Avoid Audit, California DMV Finds 23,000 Bad Voter Registrations #IllegalAliens #BuildTheWall #NoDACA #NoAmnasty #UnderminesOurDemocracy #VoteRedToSaveAmerica	1	0	0
3389	@realDonaldTrump Join the Patriots & order a laser engraved brick to help #BuildThatWall today @	1	0	0
3394	Calais Jungle refugees get a grip France they are visitors ,they have no rights or in a position to demand ,Europe needs to get a grip	1	0	0
3402	#Sweden #Somalia #IllegalImmigration #BorderSecurityEurope is now seeing a rash of rape, of women being sexually... https://t.co/Jd0oeDzkpt	1	0	0
3405	ðŸ‡«ðŸ‡·France: 'French restaurants turn to undocumented migrants to fill 130,000 vacant jobs'Instead of employing native European French citizens ðŸ˜¡ France has even surrendered their jobs to invaders.	1	0	0
3417	Under Trump, Muslim refugees from Burma (Rohingya) are numero uno https://t.co/aJRhNxJNll via @wordpressdotcom Why the hell we importing trouble for USA ? Islamists never assimilate for the simple reason their religion does not PERMIT assimilation into other societies.. Period !	1	0	0
3489	France: Before & After Islamification #DeportThemALL	1	0	0
3491	@TheEconomist Here you see the waste of Europe, the city of London shortly run to destroyed by foreign immigrants.	1	0	0
3524	@htTweets Total lie. CONG is the main culprit for influx of illegal migrants both Bangladeshis&amp; Rhongyias. If they deported few, millions came during their tenures&amp; they encouraged Muslim illegal migrants&amp;shooed away Hindu migrants	1	0	0
3547	We need to cut them off and get them out of here. #BuildThatWall #MAGA #POTUS.	1	0	0
3550	@ArvindKejriwal I had lot of respect for u when u came to power.But in pursuit of power,Delhi have fast become a Slum,coz u r encouraging illegal migrants,encroachments.Ur naked Appeasement of Muslims is highly condemnable.URGE U TO VISIT NIZZM TILL INDIA	1	0	0
3565	An illegal alien has been charged with murder, arson and mutilation of a corpse n #Democrats Want to make sure more Illegals can cross U.S Border  and  they want to End #ICE #Trump #MAGA #RedNationRising  @FoxNews  #Immigration https://t.co/pG9xHy9dOw via @fairimmigration	1	0	0
3570	Texas: Muslim migrant who honor-murdered daughter’s husband also praised 9/11 and killed another daughter’s husband https://t.co/JJaoLSI56p	1	0	0
3573	@PeteHegseth The first person (Trump) to pack a stadium & not get paid for it. Priceless. O'Puppet on the other hand threatened to cancel a speech if the fee $$ amt was disclosed to the public. SAD. #MAGA #KAG #DrainTheDeepState #ObamaSpeech #BuildThatWal	1	0	0
3575	Polish MP: Our country is safe because we didn’t accept illegal Muslim migrants https://t.co/iNrCCvWGqd	1	0	0
3581	Even leftist volunteers given up on violent #Paris migrants lolhttps://t.co/IfkNt5LJhP	1	0	0
3603	Drunken refugees - is that sad or a nature law. No refugee have to leave his country to have a better life. This means he can also get dead on his journey for hope. And so its better to stay home, than to dream. https://t.co/HZyiAfRp9M	1	0	0
3623	We simply cannot allow people to pour into the United States undetected, undocumented, unchecked, and circumventing the line of people who are waiting patiently, diligently, and lawfully to become immigrants in this country.Barack Obama - 2005#BuildThatWall #MAGA #Trump	1	0	0
3641	This is how Hungary treats illegal migrants - Police backed by the army deport all the migrants - Free Speech Time - https://t.co/BqUQsovC3S @ISupport_Israel	1	0	0
3648	ANY DACA legalization will turn FL & other five states blue. If Texas goes blue, it's over. #EndChainMigration call @GOPLeader (202) 225-2915 @SpeakerRyan (202) 225-3031 @POTUS 202-456-1111 @SteveScalise (202) 225-0197 or your representative #NOAMNESTY	1	0	0
3653	The ignorance is living in a country as an Spanish immigrant that is not theirs, and want to force the US natives to speak their language.	1	0	0
3655	#SendThemBack #NoMigrants ⁦@ParisJeTaime⁩  #Paris suburb home to 300,000 illegal immigrants, report says  https://t.co/gPdsj3xyle	1	0	0
3672	@MSNBC Stop imigration from all muslim countries !	1	0	0
3683	@LoriCoutler @amymek Muslims coming illegally across the Southern Border. #maga #kag #BuildThatWall #votered #BuildTheDamnWall	1	0	0
3706	@TheEconomist 90 % are not able to take over a job. They will stay in social welfare their whole life. This means social welfare must cutted or the refugees have to go home, otherwise the countries will go bankrupt.	1	0	0
3731	When is Deadbeat @JustinTrudeau going to pay #Ontario the $200 million he owes for housing his illegal immigrants? #onpoli #FordNation #ForThePeople #cpc #lpc #ndp #pcpo #onpc #ondp #Border #illegalimmigrants #TrudeauMustGo https://t.co/o0wcME4C88	1	0	0
3749	Fast-Food Workers Union Demands Restaurant to Allow Employees to Wear 'Abolish ICE' Pins | Breitbart #BuildTheWALL #AmericaFirst #NoDACA #NoDEMS #GreatAwakening #MAGA #WalkAway #ThesePeopleAreSick #ICE	1	0	0
3785	#womendisobey Dont be Fool African Americans Supporting Illegal #Immigration is a Slap in the Face to Black America  #BlackTwitter #BlacksForTrump #DemocreatsForTrump  #Trump #MAGa https://t.co/ZKkPhTrsqO	1	0	0
3789	@realDonaldTrump If we had the wall, it wouldnt even be close. I guess Congressional GOP just like living on the edge. #BuildThatWall Mr. President.	1	0	0
3811	@Daily_Express Get the navy's of countries to block immigrant boats coming over and be honest with Migrants there is no room Merkel out	1	0	0
3812	@DailyMirror  Parliament who trusts who any more more lies in putting up Petrol Prices and leaving EU will pay for the NHS lies Tax rises whose Health are we paying for really foreign staff interpreters support workers ,u managed to change immigration pol	1	0	0
3859	@trueamerica1st I just hope he builds the wall before November 2020#BuildTheWall #BuildThatWall @realDonaldTrump @POTUS	1	0	0
3882	VIDEO: (Part 4) #BNP London A frame trailer on busy A2 where thousands of drivers saw our banner "SAY NO TO IMMIGRATION"#Brexit #immigration #london #Patriot #bbcqt #bordercontrol #Trump #Altright #British #Britain https://t.co/cMaO5EZf1v	1	0	0
3883	@MichelleRempel stands up for Real Canadians while Comrade @JustinTrudeau allows MILLIONS of illegals stream across our undefended border! https://t.co/B7iTg6yaHZ #cdnpoli #cpc #lpc #NoMoreRefugees #Refugees #onpoli #abpoli #ableg #ucp #pcpo #FordNation	1	0	0
3905	@StefanMolyneux One man one vote right?Yet here we have one man assuming he can demand the importation of millions of non citizens for  HIS agenda.He should be allowed a say on ONE migrant at most.  And be personally and directly responsible for everythin	1	0	0
3911	@TorontoStar Africa for Africans, Asia for Asians, White countries for everyone IS White Genocide.Some basic truths:  Access to White people is not a human righthttps://t.co/c0gHvd6iMBRemigration 2018:  Easy come, easy GO!!   https://t.co/sn5ZuuU6nv	1	0	0
3927	@KTHopkins @sdriks @georgesoros Told you @Pontifex in this on THE HIGHEST LEVELS #Stopimmigration #Europe #USA	1	0	0
3986	EU is a big spender of taxmoney. Turkey gets again many  â‚¬ for keeping the refugees away from Europe. Of course also other countries in Africa want now money from the EU, like Libya,Sudan aso. The only help would be now concentrationcamps, hopefully without food and water. https://t.co/Y8GUjKV6qO	1	0	0
3997	@realDonaldTrump @TuckerCarlson in an interview with @AnnCoulter:"President Trump doesn't need Congress to Build The Wall.We are being invaded by a foreign country; defending our Borders is the # 1 job of the Commander-In-Chief, use DOD funds."PLEASE @POT	1	0	0
4035	@DNC @donnabrazile @SenateGOP @HouseGOP this is the mindset of the people the left are aligning themselves with. #BuildThatWall and tighten our immigration laws. @realDonaldTrump	1	0	0
4046	https://t.co/s2nUZwRO0JDr. Subramanian Swamy makes sense! Illegal immigrants have two options:-1. _Go back Home. Because you wanted partition._2. _Merge Pakistan and Bangladesh with us._	1	0	0
4087	VIDEO: (Part 1) London #BNP A frame trailer with patriotic sound system on the road in and around our capital city. "SAY NO TO IMMIGRATION." #Brexit #immigration #immigrationban #london #England #BrexitBorder #Brexiteer #Brexiteers #Brexitgoodnews #BrexitChaos https://t.co/WY7pUCp490	1	0	0
4089	@CPC_HQ “Can you think of a place that has been improved by mass immigration or the movements of large numbers of refugees?”   “Not one...the immigration policies in Europe are a disaster, you’re destroying Europe, you’re destroying the cultureâ	1	0	0
4091	#FactCheck wow #FactsMatter #VoteDemsOut #RedWaveRising2018 #StopTheInvasion #BuildTheWall #DeportThemAll #EndSanctuaryCities #TakeAmericaBack #WalkAwayMovementGrowing #MAGA https://t.co/RM2JIWBHIQ	1	0	0
4095	@ChenGonSol @phoenixkhost @TradCath12 Skyrocketing rapes in Sweden that correlate with increased immigration? 2000+ women raped on New Years by migrants in Cologne? Paris becoming littered with tent cities? Acid attacks and ethnic clusters in London? None	1	0	0
4097	@Daily_Record  Sheme there is no attention on our own people and foodbanks while do you have to be a migrant to be treated with respect?	1	0	0
4121	Under Obama Illegal Aliens Claim Credible Fear at the Border once released into the US they never applied for Asylum - Deport ASAP  stop the #AsylumScam #Trump #MAGA #SendThemBack #Immigration #RedNationRising https://t.co/P5s2OaxbJj	1	0	0
4132	@NRA @HelloTeamTrump @OliverLNorth RT @realDonaldTrump  Please arrest/prosecute all Governors, Mayors, and members of #Congress who are violating any Federal Laws. #USA #Americans #Constitution #2A #1A #EndSanctuaryCities #EndDACA #NoAmnesty #EndGunContro	1	0	0
4137	@christianllamar @LindseyGrahamSC stop w 'we have to worry about the children' No we do not-many R >20yrs old Go home and make your country better or enter ours legally #NoDACA we can't afford them	1	0	0
4142	Abolish these #Democats Keep ICE Not 1 More Illegal in the U.S!#BlackTwitter #WakeUpAmerica #Immigration #BlackTwitter #Democrats4Trump #BlacksForTrump  #FamiliesBelongTogetherMarch is Anti American Pro Open Borders and Illegals https://t.co/Lu8mohkZBm	1	0	0
4143	@MailOnline Guess who will not be elected if they do not stop immigration now blame Germany the bankrupt country blame lies at their door	1	0	0
4149	@phoenixkhost @ChenGonSol I’m not sure about the situations of where you guys live, but in the UK, we’re full. Nearly 70 million people on a tiny island that’s already the most densely populated country in Europe. We don’t need more immigration to	1	0	0
4159	I want them ALL DEPORTED !! I WANT MY vote to COUNT again !!! #DeportthemALL #NoDaca #NoAmnesty #BuildTheDamnWall #UsetheArmyCoreOfEngineers	1	0	0
4171	@narendramodi Unchecked Population&amp;migration to cities is biggest evil for dirty India.Disincentive large families,such as withdrawl of sops	1	0	0
4195	O = traitor, when is he going to prison finally for all of his crimes against the American public ??????????????????? @potus @realDonaldTrump #BuildTheWall #LockThemUp #EndDACA now !!!	1	0	0
4211	Christians refugees from Iraq and Syria are not welcome in Britain.   https://t.co/dslSftPwyX https://t.co/dslSftPwyX	1	0	0
4220	@realDonaldTrump #FavoritePresident #BuildTheWall #GreenCardsForDACA #NoChainMigration No-Lottery #IllegalSentHome get in line. #ProtectAmericans #StopTheInvasion #HomeTown Meeting #California	1	0	0
4234	@Ms_Liz2 @drzaibkhan111 @ericbolling @realDonaldTrump @BarackObama @CarMar2006 @ThePatriot006 If we were into Putin, I would try to be the best Putin ever. So, careful what you wish for, commie. Are there any real lawyers in commie countries? Are there an	1	0	0
4235	Macedonia deployed the army to build a second fence to keep refugees out - Free Speech Time - https://t.co/p0Bef9SYT9 @ISupport_Israel	1	0	0
4238	@Daily_Express in the jailing of the smugglers the families of migrants called the emergency services seems its a team effort to get into uk	1	0	0
4240	@SethAbramson As for U.S. immigration, I don't think we need hordes of people coming in not refugees, not smart, not willing to pledge their lives to this nation. They come here with a welcome wagon waiting to get on welfare and public benefits. They want	1	0	0
4249	I truly hope so, I do, I do, I do @potus @realDonaldTrump #LockThemUp #BuildTheWall #EndDACA #BoycottNFL #BoycottNike	1	0	0
4255	@SF49ERS1946 @DallasPD @Kaepernick7 Stupidity must be your strong suite Because you just showed how stupid your parent's are.. To raise trash like you is disgusting.UNAMERICAN. #ALWAYSCRYINGBLACK #MAGA#BuildThatWall #BackTheBlue	1	0	0
4257	Illegal alien arrested while trying to deliver pizza to military basehttps://t.co/i0H2WYQut9#WhyIsThisNews#EnforcingTheLaw#TheICEManCometh #TherIsMoreOfThemOutThere #StopTheInvasion #AllIllegalAliensAreLawbreakers #EqualOpportunityDeporter #MoreOfThisPlease	1	0	0
4267	HOW MANY DACA HAVE BEEN ARRESTED FOR SMUGGLING PEOPLE OVER THE BORDER?#NoDACA #nohr392 #noh4ead #NoAmnesty	1	0	0
4274	@MPSWestminster @DavidVidecette @peterallenparis @DCHugh58 @MetCycleCops @MPSStrndWthall 12 weeks in prison funded by the great British public #sendthemback	1	0	0
4277	Outrage in the EU after Israel helped Hungary build a security fence to stop illegal immigration - Free Speech Time - https://t.co/6oS6QMAj1m @ISupport_Israel	1	0	0
4278	@Conservatives Stop being spineless and tell the Eu its our country and stop migrants dictating to us via eu	1	0	0
4324	All countries are taking steps to prevent illegal immigration. India too shd send back Rohingyas and Bangladeshis. Their home country problems are theirs. Let them deal with it. Myanmar can't pretend to be a Nobel Peace prizewinning country if it can't handle its internal issues. https://t.co/besVYZ5gl6	1	0	0
4329	Here's a prime example of bringing in the wrong kind of refugees. These vile creatures are only in it for what they can get, they don't want to contribute anything to the new country. This type of "refugee" needs to stay in the refugee camps or go home. Beware #Canada. https://t.co/u9PLpfg3kU	1	0	0
4331	#Nagaland Deploys More Troops on Assam Border to Check Influx of Immigrants https://t.co/jLi8mUiJsI via @thewire_in	1	0	0
4333	@MailOn This country is being led by crawlers to other religions from immigration to Education vote no to Europe and save our nation now	1	0	0
4334	UN refugee agency to sack dozens of #Gaza employees... https://t.co/RtETJVhGi7 https://t.co/QyDpZCfB4Q	1	0	0
4357	Bloody immigrants like uk say you must obide the law of the country should be put in prison until the immigrant pays the fine https://t.co/m3BTnlsukn	1	0	0
4363	We have already accepted many of these refugees with more to come.  Come on America (government) wake up! https://t.co/06sjIq8zNU	1	0	0
4364	German Police Report: 100+ Germans victimized by migrant crime every dayâž¡ï¸Germans 6X more likely to be crime victims by migrants than reverse#Germany#RefugeesWelcome#CultureWars#DoesntFitTheNarrativehttps://t.co/yWMKCGhVIY https://t.co/zzMzUOBfYc	1	0	0
4389	In Trump’s America, immigrants are modern-day ‘˜savage Indians’ https://t.co/JCmRDTnyMw	1	0	0
4393	@Daily_Express Europe ,Commonwealth Get out now less immigration ask the NHS Schools Housing , crime . we need leaders not sheep listen	1	0	0
4422	.@violetstirling - according to this video by @Barbara4u2 , Iranian refugees in Sydney and Melbourne go home to Iran on vacation. Y'know, the place they're fleeing.https://t.co/QrytSoOKio	1	0	0
4423	It's getting worse every single day! #StopImmigration #CloseTheBorders #NoMoreImmigrantsHere #StandUpForYourWesternValues	1	0	0
4429	Immigration debate flares up in #Spain as migrant arrivals shoot up https://t.co/VgWUzv3yiG	1	0	0
4435	We  already have the highest per capita immigration in the world, and the  nearly 30-minute monologue segment failed to mention that Canadians are endlessly coerced:Access to White people is NOT a human right. https://t.co/h9wIpWA7ih	1	0	0
4457	@CMODilli Have u realized that after AAP coming to power,Delhi is full of bad roads,jhugis,encroachment,filth all around.Illegal migrants	1	0	0
4461	DEPORT RAPEFUGEE'S!!! 🤬🤬🤬🤬🤬🤬🤬🤬 https://t.co/2U6TFSUkvi	1	0	0
4506	Mad Keji busy in creating vote bank.Entire Delhi stink of encroachments by illegal migrants,hawkers,bad roads,leaking sewers.Jhugis everywhr	1	0	0
4521	@SenateMajLdr @SenateGOP @HouseGOP @AnnCoulter @marklevinshow @rushlimbaugh @seanhannity @WilkowMajority @POTUS Republican voters will not forgive you for not building the wall. #BuildThatWall #MAGA2020	1	0	0
4523	Only USA and Hungary dont agree the UN migrationpact. These two know that humanity isnt possible in this case, because all people should stay home and not move to other countries. Moving will destroy the own culture. https://t.co/8tIoOSEI0e	1	0	0
4547	Prevent new refugee crisis?You can stop doing the lies n propagandas bullshit.You can't even take care of your poor ppl at home.Space Force is too expensive for the ppl w 2 jobs.You can't even take care of Puerto Rico.Good night millions of homeless on the streets of US	1	0	0
4565	@ryanjyoder @TheEconomist NO Rian - refugees must moved away from each country in world.	1	0	0
4568	Thank You @RealDonaldTrump  @POTUS Enforcing the laws on the book dont make it easy for Illegals and Immigrants To Break U.S laws !  #Trump #MAGA #Trump2020 #RedNationRising Breitbart https://t.co/zgCayzVFpL via @BreitbartNews	1	0	0
4634	Please. 2 Million Dollars Each: Call to tax Mexico $2,000 per illegal immigrant to pay for Trump’s wall https://t.co/4O53n66W60	1	0	0
4684	The news is full of stories and outrage over our governments Zero Tolerance policy which requires all adults entering illegally to be criminally prosecuted. Here's what you need to know. #refugeeswelcome #immigration https://t.co/PDvZH0P95A	1	0	0
4773	A girl can only be a slut, a bitch, a tease, or the virgin next door.' #QOTD #Horror https://t.co/eBbWXTWM7m https://t.co/vMkUabypFH	1	0	0
4783	You just have power over men altogether, women are men’s ultimate weakness after all... which is why women are slut… https://t.co/w4okbSVxd0	1	0	0
4788	@ScarlettsGone @nypost some women love to be whores so don’t have if a pig wanna remove a pig from where he doesn’t belong! We need class	1	0	0
4795	Boy you look like you rape girls at frat parties, malicious ass racist cunt https://t.co/ow6EvS3xHi	1	0	0
4846	Girls hear you say “fuckkk” during sex and think her pussy fire First of all hoe I’m really just feeling bad for cheating on my girl😂😂😂😂	1	0	0
4849	Why is it whenever I talk to girls, they just cut off communication with me for no reason? And no explanation? O yea I know, cuz #WomenSuck	1	0	0
4853	Why did God invent the yeast infection? So women know what it's like living with an irritating cunt	1	0	0
4854	God doesn't hate gays he's just mad they found a loop hole in dealing with women	1	0	0
4855	Why is a female like a laxative? They both irritate the shit out of you.	1	0	0
4858	I need some new Atl hoes for the summer... Where the Atl bitches at	1	0	0
4871	Bitches be postin pics of them in the bath after droppin a bath bomb in it lookin like they shit a smurf out	1	0	0
4892	NEXT TIME I SEE A WOMAN IN PUBLIC TRYING TO 'GO ABOUT HER DAY' I'll remind her that without men, this society would just be a bunch of WOM	1	0	0
4893	WOW can't believe all these women riding the subway today? Shouldn't these bitches be making sandwiches LOL #ihatefemales..	1	0	0
4897	I have never once met a woman whose mouth wasn't totally full of BULLSHIT. Stupid bitches!!	1	0	0
4900	Women want to be equal so now they don't shave their legs??? Gross*	1	0	0
4905	Black Bitch Gets Cock Shoved In Her Waiting Cunt https://t.co/95qDBC1LD4	1	0	0
4923	I never understood the big deal about making a guy a plate at a get -together/cookout. Shit after the children and women eat im in that bitch	1	0	0
4924	@ABC Women dont use their pussy to manipulate men... Women are saints .. cock riders bitches but saints ... LOLLLL	1	0	0
4937	A man, knows the difference between a woman and a lil ol whore bitch #100	1	0	0
4940	@laurenduca @LibyaLiberty Women are sacred as mothers and wives. Everyone else is a degenerate whore who gets what… https://t.co/mdOzUDVKGT	1	0	0
4958	You are a major Prick! No woman should ever be made to feel scared like that. But fuck you... you didn't ruin my day! Cunt!	1	0	0
4960	Why do people still like Chris Brown? He’s a fucking woman beating cunt	1	0	0
4981	Women: 'started from the bottom, still here'	1	0	0
4985	Apparently, you /can/ turn a hoe into a housewife	1	0	0
4994	 A HOE does ANYthing for ANY man, A FREAK does ANYthing for HER man, and A WOMAN does ANYthing for ONE man!'	1	0	0
4995	@lmchristi1 It's a nice butt. But I didn't think you were a slut. I thought you might be a 300 lb man tweeting in your stained wife beater. 👊🏻	1	0	0
4997	Only men have a dick they can insert without consent, and women doing other shit. Not that women can't rape &amp; sexually harass either.	1	0	0
5011	@hiJaylaJolie That the only job a woman can have .. they the best at this job love ❤️ Dick Sucking	1	0	0
5012	7: because every single fucking woman in Austin, is nothing but a gold-digging bitch.	1	0	0
5014	Last night God took Dan out of the He She and now women won't find as much energy to bitch w/ about men. The bogus agenda needs to stop now	1	0	0
5017	What do women and condoms have in common? If they're not on your dick they're in your wallet	1	0	0
5018	@DontKillMyVibe9 We understand. They need to understand that men are born to be in control. Thanks for supporting our cause!	1	0	0
5020	@KissMyCassx @trishapaytas Wow! Great video. Rare to find women who agree with us. Thanks for the support. #MaleDomination	1	0	0
5024	Women drivers no survivors	1	0	0
5027	This account was temporarily inactive due to an irrational woman reporting us to Twitter. What a lack of judgement, shocking. #YesAllMen	1	0	0
5029	What's the difference between a blonde and a washing machine? A washing machine won't follow you around all day after you drop a load in it	1	0	0
5030	Why do husbands die before their wives? Because they want to	1	0	0
5031	What's the difference between a pencil arguing and a woman arguing? A pencil has a point	1	0	0
5033	What do you call a woman who has lost 95% of her intelligence? Divorced	1	0	0
5034	Mathematicians know best (women have your man translate these symbols for you if you're confused) #YesAllMen http://t.co/sgfPaYfGzE	1	0	0
5035	@yagretbigwazak @emo_138 @aqsa_jamal thanks man, sometimes we gotta state the obvious for the women, this is a parody account #YesAllMen	1	0	0
5036	@EvrydayFeminism Sexism goes both ways. some advice: stop whining and use your man's money for things other than mini skirts #YesAllMen	1	0	0
5045	Feminists have a few valid arguments worth talking about. lol jk	1	0	0
5046	#TeenWolf #menstruafacts Question of the Day: When does a #feminist forget feminism? Answer: When the restaurant check hits the table.	1	0	0
5048	#WomenAgainstFeminism #SomebodyToTris #MensHealth The #feminists are running scared. Men are fighting #feminism. http://t.co/DapbomSQnA	1	0	0
5053	Leo looks at Girl Scout cookies the way I look at pussy before I'm about to eat it https://t.co/nVY6iXLnNv	1	0	0
5059	Shoutout to all the single moms that got pregnant thinking they'd keep a man &; celebrate days like today... lol how'd that work out for you	1	0	0
5064	All girls are hoes, you just gotta know how to bring the whore out of them	1	0	0
5067	Bitches always tryna hide their ugly with big ass sunglasses	1	0	0
5068	Girls get so mad when you fuck em and never talk to them again... It's so fucking adorable	1	0	0
5069	Take her out for ribs on a first date so you can tell how good of a dick she sucks	1	0	0
5070	Always remember... When one door closes, 2 more vaginas open	1	0	0
5073	Bitches are quick to put their height in their tinder bio.... Do me a favor and add your weight too...	1	0	0
5074	Girls will friend zone a dude that's in love with them and never give them a chance... But be salty AF when he gets a girlfriend	1	0	0
5075	Girls with tongue rings are as bad as girls with engagement rings... They have to get that shit in every picture	1	0	0
5077	@BasicMormon So do we! Check out our account for upcoming events and meetings #MaleDominance	1	0	0
5080	Life is all about balance, so make sure you have as many blondes as you do brunettes on your roster... But no gingers, they're immoral	1	0	0
5082	Had to explain WIFI to someone to day. Yes it was a WOMAN. They say they don't want men but then this?^	1	0	0
5087	Bitches had me spending a night in jail, bitch you finna spend a night in the hospital on Lzzzzzzzz 😂😂💯💯💯💯💯💯	1	0	0
5092	You gotta throw glitter after that. Bitch pussy must be SERIOUS.	1	0	0
5096	Dear white girls: Regardless of how much black dick you’ve had in your mouth you don’t get a pass to freely say “nigga.” Ever. Lol.	1	0	0
5104	I’ll still fuck a stupid Bitch up tho	1	0	0
5111	You ain't a real bitch unless you suckin dick , stfu	1	0	0
5124	Let me be crude for a minute. Davis women ultimately like dick and hard.	1	0	0
5125	a bitch in which I find attractive can take her sock off and my dick will suddenly become hard as shit .. https://t.co/SOWlOa2kGo	1	0	0
5157	It blows mine when a girl tells me to her talk during sex 'how this pussy feel, talk to me' ok bitch it's a C- and I'm trynna concentrate 😒	1	0	0
5159	Ladies we should be careful of this guy, his penis turns any woman he fucks into a slut! RT for awareness... https://t.co/u5Bt03WVe5	1	0	0
5163	Only a hoe would say some stupid shit like that. lol “pull your daddy and make you my stepson” I’ve heard it all now lmao https://t.co/jp7YpVNr9U	1	0	0
5168	If I was a woman I would probably be a hoe lol they have so much fun and niggas pay them for stupid shit	1	0	0
5193	I like my women like I like my laptop .. on my dick	1	0	0
5203	We will rebel against this society's matriarchy and establish Fascism one day.	1	0	0
5206	Kanye got the whole family dressin like the trashy whores they are https://t.co/6cXa0Udzv1	1	0	0
5210	Shoutout to all the ladies that fuck with their vaginas and not their emotions... You bitches are my fucking favorite	1	0	0
5213	If you're a chick and I followed you back its only cause you live close enough to fuck ☺️	1	0	0
5215	I think percentage wise, my female followers here are better looking than IG. You always have an open seat on my face. @NorthWitch69 u first	1	0	0
5222	When you're checking to see if the pussy is safe to eat https://t.co/tpK43K1cIq	1	0	0
5233	I'm on this new diet where I only eat pussy and ass from Friday to Sunday... It's going well	1	0	0
5244	Pro Tip- If you're gonna fuck a bitch that just left a wedding, give her a fake name and number cause she's fallin in love regardless	1	0	0
5247	When you and your mom are trying to figure out how to make you seem like a bigger whore than your sister https://t.co/F4GnjMdj5a	1	0	0
5251	When she says 'we can fuck but you have to wear a condom' https://t.co/4RpYtTv1Az	1	0	0
5253	Stop sweatin these hoes... Vaginas are like doors, when one closes, several more open up	1	0	0
5260	Girls that eat ass will always have a special place in my heart... And bed	1	0	0
5262	When your girl's accusing you of cheating so you let your side bitch listen https://t.co/okWmDFnYtK	1	0	0
5275	Y'all so quick to call a girl a thot meanwhile u eatin and raw dogging every bitch u can 😂	1	0	0
5305	I’m so tired of older women at work asking me if I got married because I im pregnant like no bitch and I don’t plan on it.	1	0	0
5307	it's sad to see a fine girl be a hoe😪	1	0	0
5317	these hoes done called me kelly jr bitch fuck them 😩😂😂😂	1	0	0
5318	@Chaantellie @BBSuperFan4 and women have done the same over dick but ok girl	1	0	0
5331	Don't involve me in no hoe buisness #1 rule let a bitch choose I ain't never beefing bout NO bitches😩💯🔊	1	0	0
5334	@Keguro_ The women act like they don't have options. Yet dick is all over. When women realize there is EXCESS men is when they stop putting up trash.	1	0	0
5345	get u a girl with a resting bitch face that only smiles at u	1	0	0
5356	If you still have your seXXXy Halloween pic as your profile photo you're actually a full time all year round slut	1	0	0
5357	Females be thinking they Pussy fire cuz u say fuck under yo breath first of all I forgot I had a whole bitch😂😂	1	0	0
5363	I honestly despise women who bitch and whine about sexism and equality, yet they're being literally just as bad.	1	0	0
5403	Be careful what you do to a good woman because you will have to deal with the bitch you created 😏	1	0	0
5410	I know. And pregnant women can be a real bitch. Sadly, I know from experience. Ah well. Lifes no longer like that.' https://t.co/LCSHPiNHxa	1	0	0
5411	I wish y'all hoes with no self respect would stop putting y'all sex life on twitter bitch be a lady please 🤢	1	0	0
5428	Some women are mad arrogant, man. How much of a douche would I sound like if I went around saying “You just talked yourself out some dick”	1	0	0
5442	Whoever made these, ya moms a mf hoe bitch -.- https://t.co/ccAHTnGr4j	1	0	0
5454	People talk down on women who don't want broke niggas for no reason, I wouldn't want a broke bitch	1	0	0
5464	This is when a guy says something like “I don’t want to date a hoe” n a woman responds with “But you n your sister got different daddies” bitch so...still not dating a hoe lol https://t.co/sMQcWdZnRL	1	0	0
5515	I dont see why some people get so offended by what i say. its not like im making this shit up, women really do suck.	1	0	0
5520	@OklahomaHoney_ feminists are many more things than just gross	1	0	0
5523	Why do people make snowmen instead of snowwomen? It's too hard to hollow out the head	1	0	0
